premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
P1559,875 Whitehorse,NULL,K-Horse Pty Ltd,NULL,Office,NULL,875-887 Whitehorse Road,BOX HILL,VIC,3128,-37.81724374,145.1195921,N65565,Water,Base Building,2023-11-18 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5,5,0,NO,2299.6,2299.6,NULL,NULL,NULL,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1559_N65565_Water_2023-11-18,both
P1540,ATO Box Hill,ATO Box Hill,Charter Hall Limited,NULL,Office,NULL,913 Whitehorse Road,BOX HILL,VIC,3128,-37.81757684,145.1222733,OF29217,Energy,Base Building,2024-10-17 00:00:00,6,5,42.26,YES,NULL,NULL,200288.46,817069.77,10.42,42.52,265,NULL,NULL,NULL,5096101.12,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19214.3,NULL,NULL,741687.56,2426025.9,47.6,0,0,48,47.5,672561.73,69125.83,4.9,NULL,0,0,139629.08,9.9,313410.65,22.1,219522,15.5,P1540_OF29217_Energy_2024-10-17,both
P1540,ATO Box Hill,ATO Box Hill,Charter Hall Limited,NULL,Office,NULL,913 Whitehorse Road,BOX HILL,VIC,3128,-37.81757684,145.1222733,OF29217,Water,Base Building,2024-10-17 00:00:00,NULL,NULL,42.26,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,5,5,0,NO,6739.11,6739.11,NULL,NULL,0.34,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19214.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1540_OF29217_Water_2024-10-17,both
P1541,Fox Sports Building,Fox Sports Building,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,NULL,Office,"Building C, 219-247",Pacific Highway,ARTARMON,NSW,2064,-33.82040843,151.1855517,OF29340,Energy,Base Building,2024-10-31 00:00:00,5.5,5.5,0,NO,NULL,NULL,471737.59,483687.23,50.47,51.75,247,NULL,NULL,NULL,2317940.43,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9347.34,NULL,NULL,597482.22,128404.44,5.5,1000,1.7,17,17.5,112643.57,484838.65,75.3,NULL,0,0,112643.57,17.5,0,0,0,0,P1541_OF29340_Energy_2024-10-31,both
P1541,Fox Sports Building,Fox Sports Building,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,NULL,Office,"Building C, 219-247",Pacific Highway,ARTARMON,NSW,2064,-33.82040843,151.1855517,OF29340,Water,Base Building,2024-10-31 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,4,4,0,NO,5160.39,5160.39,NULL,NULL,0.55,0.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9347.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1541_OF29340_Water_2024-10-31,both
P1542,Australian Institute Of Health And Welfare,1 Thynne Street,KM Property Fund P/L,NULL,Office,NULL,1 Thynne Street,BRUCE,ACT,2617,-35.24056483,149.0930361,N65673,Energy,Base Building,2023-12-16 00:00:00,5,5,0,NO,NULL,NULL,249244,249244,44,44,326,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5681.8,NULL,NULL,206160,1111138.7,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1542_N65673_Energy_2023-12-16,both
P1543,288 Edward St,Highpoint,Marquette Properties,NULL,Office,NULL,288 Edward Street,BRISBANE CITY,QLD,4000,-27.4691302,153.0268224,N66318,Energy,Base Building,2024-01-12 00:00:00,5,5,0,NO,NULL,NULL,1537601,1537601,91,91,361,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16822.2,NULL,NULL,1663564.2,0,NULL,2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1543_N66318_Energy_2024-01-12,both
P1545,GE Building,GE Building,Springfield Asset Holdings Pty Ltd As Trustee For The Springfield Asset Trust,NULL,Office,NULL,6 Yoga Way,SPRINGFIELD CENTRAL,QLD,4300,-27.68096223,152.9008527,N65799,Energy,Base Building,2023-12-23 00:00:00,4,4,0,NO,NULL,NULL,649744,649744,120,120,468,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5436.9,NULL,NULL,705974.5,0,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1545_N65799_Energy_2023-12-23,both
P1549,The Rocket,The Rocket,CLARENCE PROPERTY CORPORATION LIMITED AS TRUSTEE FOR WESTLAWN PROPERTY TRUST,NULL,Office,NULL,203 Robina Town Centre Drive,ROBINA,QLD,4226,-28.07349724,153.3796638,N66494,Energy,Base Building,2024-03-29 00:00:00,5,5,0,NO,NULL,NULL,842069,842069,85,85,331,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9962.2,NULL,NULL,914827.7,0,NULL,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1549_N66494_Energy_2024-03-29,both
P1549,The Rocket,The Rocket,CLARENCE PROPERTY CORPORATION LIMITED AS TRUSTEE FOR WESTLAWN PROPERTY TRUST,NULL,Office,NULL,203 Robina Town Centre Drive,ROBINA,QLD,4226,-28.07349724,153.3796638,N66494,Water,Base Building,2024-03-29 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,3903.1,3903.1,NULL,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9962.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1549_N66494_Water_2024-03-29,both
P1551,River Quays,River Quays,The Trustee For Sentinel Regional Office Trust,NULL,Office,NULL,7 Tomlins Street,SOUTH TOWNSVILLE,QLD,4810,-19.25919468,146.8201823,OF27845,Energy,Base Building,2024-08-06 00:00:00,5,5,0,NO,NULL,NULL,957160,1086800.39,104.52,118.68,467,NULL,NULL,NULL,4277130.33,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9157.62,NULL,NULL,1178548.98,0,0,890,0.8,19,18.6,220921.43,957627.55,80.6,NULL,0,0,220921.43,18.6,0,0,0,0,P1551_OF27845_Energy_2024-08-06,both
P1551,River Quays,River Quays,The Trustee For Sentinel Regional Office Trust,NULL,Office,NULL,7 Tomlins Street,SOUTH TOWNSVILLE,QLD,4810,-19.25919468,146.8201823,OF27845,Water,Base Building,2024-08-06 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,1396.76,1396.76,NULL,NULL,0.15,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9157.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1551_OF27845_Water_2024-08-06,both
P1552,Kings Square 2 Shell House,Kings Square 2/Shell House,Dexus Funds Management Limited As Trustee For Dexus Kings Square Trust,NULL,Office,NULL,562 Wellington Street,PERTH,WA,6000,-31.94978004,115.8551964,N67045,Energy,Base Building,2024-06-16 00:00:00,6,6,7.6,YES,NULL,NULL,454933,489079,27,29,176,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17014.3,NULL,NULL,651143.4,518727.5,NULL,3838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1552_N67045_Energy_2024-06-16,both
P1552,Kings Square 2 Shell House,Kings Square 2/Shell House,Dexus Funds Management Limited As Trustee For Dexus Kings Square Trust,NULL,Office,NULL,562 Wellington Street,PERTH,WA,6000,-31.94978004,115.8551964,N67045,Water,Base Building,2024-06-16 00:00:00,NULL,NULL,7.6,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5,5,0,NO,4875.3,4875.3,NULL,NULL,NULL,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17014.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1552_N67045_Water_2024-06-16,both
P1553,37 Brandl St,NULL,Dexus Asset Management Limited,NULL,Office,NULL,37 Brandl Street,EIGHT MILE PLAINS,QLD,4113,-27.5805289,153.0994355,N65932,Energy,Whole Building,2023-12-14 00:00:00,4,4,0,NO,NULL,NULL,369318,369318,146,146,570,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2533.3,NULL,NULL,401432.9,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1553_N65932_Energy_2023-12-14,both
P1554,NORWEST QUAY,NORWEST QUAY,The Trustee For Charter Hall PGGM Industrial Partnership No.2,NULL,Office,NULL,21-23 Solent Circuit,BAULKHAM HILLS,NSW,2153,-33.73085064,150.9647832,OF28586,Energy,Base Building,2024-09-07 00:00:00,4.5,4.5,0,NO,NULL,NULL,545263.21,559421.77,67.61,69.36,316,NULL,NULL,NULL,2550354.57,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8065.1,NULL,NULL,707927.88,0,0,47,0.1,19,18.8,133081.13,574846.75,81.1,NULL,0,0,133081.13,18.8,0,0,0,0,P1554_OF28586_Energy_2024-09-07,both
P1571,IAG - Mulgrave,IAG - Mulgrave,Salta Properties (West) Pty Ltd,NULL,Office,1,Nexus Ct,MULGRAVE,VIC,3170,-37.90957829,145.1588322,N65520,Energy,Base Building,2024-02-08 00:00:00,4,4,0,NO,NULL,NULL,583574,583574,96,96,378,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6086.4,NULL,NULL,529945.4,393146.3,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1571_N65520_Energy_2024-02-08,both
P1556,51 Alfred St,51 Alfred St,Vintrosa Pty Ltd,NULL,Office,NULL,51 Alfred Street,FORTITUDE VALLEY,QLD,4006,-27.454672,153.0338555,OF29304,Energy,Base Building,2024-10-29 00:00:00,5,5,0,NO,NULL,NULL,381744.49,435748.67,64.98,74.17,308,NULL,NULL,NULL,1809869.45,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5874.78,NULL,NULL,490947.07,0,0,1100,2.3,18,18.4,92425.02,398522.05,79.3,NULL,0,0,92425.02,18.4,0,0,0,0,P1556_OF29304_Energy_2024-10-29,both
P1557,100 Skyring,NULL,Growthpoint Properties Australia Limited,NULL,Office,NULL,100 Skyring Terrace,NEWSTEAD,QLD,4006,-27.45058852,153.0425684,N66372,Energy,Base Building,2024-04-22 00:00:00,6,6,0,NO,NULL,NULL,698786,698786,30,30,127,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23625,NULL,NULL,735971.6,312343,NULL,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1557_N66372_Energy_2024-04-22,both
P1557,100 Skyring,NULL,Growthpoint Properties Australia Limited,NULL,Office,NULL,100 Skyring Terrace,NEWSTEAD,QLD,4006,-27.45058852,153.0425684,N66372,Water,Base Building,2024-04-22 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,8800,8800,NULL,NULL,NULL,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1557_N66372_Water_2024-04-22,both
P1559,875 Whitehorse,NULL,K-Horse Pty Ltd,NULL,Office,NULL,875-887 Whitehorse Road,BOX HILL,VIC,3128,-37.81724374,145.1195921,N65565,Energy,Base Building,2023-11-18 00:00:00,4.5,4.5,0,NO,NULL,NULL,705359,705359,98,98,588,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7231,NULL,NULL,545313.8,2286510.6,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1559_N65565_Energy_2023-11-18,both
P1560,1-9 Dandenong Street,1-9 Dandenong Street,United MP2 Pty Ltd,NULL,Office,NULL,1-9 Dandenong Street,DANDENONG,VIC,3175,-37.99087057,145.2003799,N65890,Energy,Whole Building,2023-12-02 00:00:00,5,5,0,NO,NULL,NULL,377090,377090,135,135,460,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2783,NULL,NULL,355745.5,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1560_N65890_Energy_2023-12-02,both
P1561,2 Tassels Place,2 Tassels Place,Georgiou Capital Pty Ltd,NULL,Office,NULL,2 Tassels Place,INNALOO,WA,6018,-31.89566724,115.8017763,N65910,Energy,Base Building,2023-12-06 00:00:00,5,5,0,NO,NULL,NULL,296361,296361,43,43,257,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6843,NULL,NULL,404604.3,308898.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1561_N65910_Energy_2023-12-06,both
P1561,2 Tassels Place,2 Tassels Place,Georgiou Capital Pty Ltd,NULL,Office,NULL,2 Tassels Place,INNALOO,WA,6018,-31.89566724,115.8017763,N65910,Water,Base Building,2023-12-06 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4,4,0,NO,3719,3719,NULL,NULL,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1561_N65910_Water_2023-12-06,both
P1562,Macquarie Park,Macquarie Park,Clarence Property Corporation Limited,NULL,Office,21 -23,Grant St,PORT MACQUARIE,NSW,2444,-31.43356659,152.9145735,OF27541,Energy,Whole Building,2024-08-12 00:00:00,5.5,5.5,0,NO,NULL,NULL,369029.9,391809.52,106.77,113.36,474,NULL,NULL,NULL,1640132.86,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3456.2,NULL,NULL,455592.46,0,0,0,0,19,18.8,85525.57,370066.9,81.2,NULL,0,0,85525.57,18.8,0,0,0,0,P1562_OF27541_Energy_2024-08-12,both
P1562,Macquarie Park,Macquarie Park,Clarence Property Corporation Limited,NULL,Office,21 -23,Grant St,PORT MACQUARIE,NSW,2444,-31.43356659,152.9145735,OF27541,Water,Whole Building,2024-08-12 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,3.5,3.5,0,NO,3768.9,3768.9,NULL,NULL,0.83,0.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3456.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1562_OF27541_Water_2024-08-12,both
P1564,432 Murray Street,NULL,The Trustee For Kingslane 432 Murray Street Trust,NULL,Office,432,Murray St,PERTH,WA,6000,-31.95066,115.85318,N66996,Energy,Base Building,2024-05-29 00:00:00,5,5,0,NO,NULL,NULL,204430,204430,50,50,259,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4117,NULL,NULL,296069.1,0,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1564_N66996_Energy_2024-05-29,both
P1564,432 Murray Street,NULL,The Trustee For Kingslane 432 Murray Street Trust,NULL,Office,432,Murray St,PERTH,WA,6000,-31.95066,115.85318,N66996,Water,Base Building,2024-05-29 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5,5,0,NO,1379.6,1379.6,NULL,NULL,NULL,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1564_N66996_Water_2024-05-29,both
P1565,503 Murray Street,503 Murray Street,Fairworld Holdings Pty Ltd,NULL,Office,503,Murray St,PERTH,WA,6000,-31.95055407,115.8505328,OF27587,Energy,Base Building,2024-08-16 00:00:00,3.5,3.5,0,NO,NULL,NULL,183660.05,156994.46,74.85,63.98,352,NULL,NULL,NULL,865890.48,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2453.64,NULL,NULL,222213.31,65922.56,7.6,0,0,17,17.3,41632.91,180580.4,75.1,NULL,0,0,41632.91,17.3,0,0,0,0,P1565_OF27587_Energy_2024-08-16,both
P1566,200 Adelaide Terrace,200 Adelaide Terrace,Mary Donald Nominees Pty Ltd,NULL,Office,200,Adelaide Tce,EAST PERTH,WA,6004,-31.95852,115.86933,OF27406,Energy,Base Building,2024-06-21 00:00:00,0,0,0,NO,NULL,NULL,543121.71,462733.09,143.61,122.35,639,NULL,NULL,NULL,2418413.61,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3782.02,NULL,NULL,669905.17,0,0,175,0.3,19,18.6,125216.84,544688.33,81.1,NULL,0,0,125216.84,18.6,0,0,0,0,P1566_OF27406_Energy_2024-06-21,both
P1566,200 Adelaide Terrace,200 Adelaide Terrace,Mary Donald Nominees Pty Ltd,NULL,Office,200,Adelaide Tce,EAST PERTH,WA,6004,-31.95852,115.86933,OF27406,Water,Base Building,2024-06-21 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,3.5,3.5,0,NO,2325.88,2325.88,NULL,NULL,0.71,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3782.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1566_OF27406_Water_2024-06-21,both
P1567,Chadstone,Chadstone,VICINITY CENTRES PM PTY LTD,NULL,Shopping Centre,1341,DANDENONG RD,CHADSTONE,VIC,3145,-37.88757852,145.0803591,SC26643,Energy,Not Applicable,2024-04-29 00:00:00,5.5,5.5,0,NO,NULL,NULL,13772907,13772907,73,73,259,NULL,NULL,NULL,49140735.65,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189061.9,NULL,12840629.07,2914471,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1567_SC26643_Energy_2024-04-29,both
P1567,Chadstone,Chadstone,VICINITY CENTRES PM PTY LTD,NULL,Shopping Centre,1341,DANDENONG RD,CHADSTONE,VIC,3145,-37.88757852,145.0803591,SC26643,Water,Not Applicable,2024-04-29 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,2.5,2.5,0,NO,200405.7,200405.7,NULL,NULL,1.06,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189061.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1567_SC26643_Water_2024-04-29,both
P1568,Niecon Tower,Niecon Tower,The Trustee For Iris Broadbeach Business Trust,NULL,Office,17-19,VICTORIA AV,BROADBEACH,QLD,4218,-28.02882113,153.4321361,N66198,Energy,Base Building,2024-02-28 00:00:00,2.5,2.5,0,NO,NULL,NULL,266978,266978,129,129,514,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2069.9,NULL,NULL,287870.9,0,NULL,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1568_N66198_Energy_2024-02-28,both
P1569,The Szencorp Building,The Szencorp Building,Szencorp Pty Ltd,NULL,Office,40,Albert Rd,SOUTH MELBOURNE,VIC,3205,-37.83390658,144.9713862,OF27771,Energy,Base Building,2024-07-10 00:00:00,6,4.5,100,YES,NULL,NULL,28531.55,63882.35,24.41,54.66,542,NULL,NULL,NULL,633863.52,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1168.8,NULL,NULL,33349.82,513804.17,81.1,0,0,19,18.9,33349.82,0,0,NULL,0,0,0,0,33349.82,18.9,0,0,P1569_OF27771_Energy_2024-07-10,both
